,title,freebase_movie_ID,vote_average,vote_counts,budget
2758,To Rome with Love,/m/0gtvpkw,5.8,1909,17000000
2759,Papadom,/m/07k7s0r,5.0,1,0
2760,Sunflower,/m/0521t4y,7.0,42,0
2761,Turned Out Nice Again,/m/03hhtnf,6.5,2,0
2762,Cradle 2 the Grave,/m/03q4qb,6.075,843,25000000
2763,Across the Universe,/m/0c05g3,7.1,1262,45000000
2764,The Draft Horse,/m/0gnff6,6.1,7,0
2765,The Ruins,/m/03nqpb7,5.964,1114,8000000
2766,The Last of the Knucklemen,/m/05f788h,6.3,6,0
2767,Confessions of a Sorority Girl,/m/02rd6db,6.0,9,0
2768,The Mad Magician,/m/02qlr11,6.9,40,0
2769,Addams Family Values,/m/03kxj2,6.949,2731,47000000
2770,My Darling Clementine,/m/0jz6n,7.5,381,2000000
2771,It Was I Who Drew the Little Man,/m/027n7wb,7.0,1,0
2772,The Seventh Seal,/m/017yv4,8.196,2739,0
2773,Closed for the Season,/m/09k7b3y,4.0,9,0
2774,Foolish,/m/05s_rg0,6.2,10,0
2775,Nishi Ginza Station,/m/0dmmh7,5.6,14,0
2776,Barbie: A Fairy Secret,/m/0gjdk4g,6.7,456,0
2777,The White Buffalo,/m/02vl65n,5.9,104,0
2778,Year Zero: The Silent Death of Cambodia,/m/0b6ks7h,7.8,7,0
2779,Zombie Girl: The Movie,/m/06w7s94,6.3,13,0
2780,The Silent Village,/m/0cn_rvx,6.8,4,0
2781,Christmas Do-Over,/m/09g7r0_,5.9,38,0
2782,Searching for Paradise,/m/0csgxr,0.0,0,0
2783,Monster,/m/0294mx,7.2,2141,8000000
2784,Dragon Princess,/m/0fsqcf,5.8,14,0
2785,Jiminy Glick in Lalawood,/m/026y_nt,4.3,26,0
2786,The Racing Strain,/m/0hgnh4g,0.0,0,0
2787,Lady Helen's Escapade,/m/07c2_l,5.0,1,0
2788,The Truth About Spring,/m/03cjl17,7.6,8,0
2789,Cornered,/m/06j9zh,6.0,40,0
2790,Straight Shooter,/m/01zc37,4.8,9,0
2791,Family Prayers,/m/0c01plv,8.0,2,0
2792,My Fellow Americans,/m/03cygf,6.0,140,21500000
2793,Motorway,/m/0k0tr8d,6.2,75,0
2794,The Young Master,/m/05sfcq,6.851,185,0
2795,Oscar,/m/07sgdw,6.285,456,35000000
2796,Barbary Coast,/m/0dxyd2,6.8,21,0
2797,Hazard,/m/09vrvcn,0.0,0,0
2798,An-Magritt,/m/0crhbsp,6.0,1,0
2799,Society Lawyer,/m/02x2yh0,5.0,6,0
2800,Encounter with the Unknown,/m/0hgppp8,4.0,15,0
2801,Death on a Factory Farm,/m/076vt9m,9.0,1,0
2802,Bowery Bombshell,/m/0b74_jy,6.0,2,0
2803,Dunkirk,/m/04jry4,6.7,53,0
2804,Ultime Grida dalla Savana,/m/02q2kg6,6.5,10,0
2805,Palangal,/m/0g5rnsm,6.0,1,0
2806,The Beverly Hillbillies,/m/0615_9,6.239,494,0
2807,Breaker Morant,/m/03lv4x,7.1,127,1000000
2808,Hercules Returns,/m/0276gfn,6.8,16,0
2809,I Don't Hate Las Vegas Anymore,/m/02pn802,0.0,0,0
2810,An American Girl: Chrissa Stands Strong,/m/05p8jd4,6.5,31,0
2811,Love and Death on Long Island,/m/01s7gq,6.3,42,0
2812,Weekend at Dunkirk,/m/04lffl7,7.0,121,0
2813,A Hard Day's Night,/m/01kyvd,7.403,612,560000
2814,La Quintrala,/m/05sy1f6,0.0,0,0
2815,Prophecy,/m/0f14x4,5.5,117,12000000
2816,The Crew,/m/0g5mp9,5.7,32,0
2817,Journey into Fear,/m/04lgdjj,6.1,82,0
2818,Dulcima,/m/0bh9zlb,7.3,14,0
2819,Dracula,/m/027fly5,5.6,40,0
2820,Wise Blood,/m/0b3pmj,6.2,83,0
2821,Paglu,/m/0gvr1s1,2.8,3,0
2822,Un garibaldino al convento,/m/0czc7x0,6.8,16,0
2823,The Night of Taneyamagahara,/m/0c13rr,5.7,9,0
2824,Rainbow,/m/03cq7wx,4.2,4,0
2825,Lady on a Train,/m/078llb,6.6,41,0
2826,"Lucía, Lucía",/m/06ylpw,5.1,15,2750000
2827,Girl Trouble,/m/047p58_,6.5,1,0
2828,The Hills Have Eyes,/m/05c8xf,6.174,810,230000
2829,Electrical Skeletal,/m/04q0drq,0.0,0,0
2830,Jigsaw,/m/0cc6sws,0.0,0,0
2831,The Education of Sonny Carson,/m/03cvqyz,5.3,5,0
2832,Smiles of a Summer Night,/m/04r170,7.4,221,0
2833,Unrivaled,/m/0cc4z4r,2.6,12,0
2834,The Gay Desperado,/m/05b3tpt,2.8,5,0
2835,Marked for Death,/m/0hqpp,6.079,477,12000000
2836,King of New York,/m/03flsn,6.7,579,0
2837,The Wrong Woman,/m/02r0bb5,0.0,0,0
2838,Wolf Dog,/m/03n1t5,6.5,2,0
2839,Money,/m/026n9yk,4.0,1,0
2840,We're Not Married!,/m/02pn80f,6.0,16,0
2841,A Month of Sundays,/m/04j1vzp,3.5,2,0
2842,Mister 880,/m/04x02f,7.0,25,0
2843,Fast Girls,/m/0j27_r4,6.0,95,0
2844,Werewolf of London,/m/09l_22,6.0,111,0
2845,Keeper of the Bees,/m/0dh_z5,0.0,0,0
2846,"Dick Deadeye, or Duty Done",/m/0bh9phn,0.0,0,0
2847,Double Jeopardy,/m/03dyd7,6.5,1185,70000000
2848,Crazy People,/m/0b01kz,5.8,80,0
2849,Yearning,/m/0gtv4sn,8.2,55,0
2850,A Tiger's Tale,/m/0c023qr,5.2,10,0
2851,Snow,/m/0cn_w1m,6.2,22,0
2852,Fighter Pilot: Operation Red Flag,/m/0cdg0d,6.2,19,5000000
2853,Cold Showers,/m/08pfxh,5.58,44,0
2854,Gunman in the Streets,/m/075ywf,6.3,12,0
2855,All My Friends are Funeral Singers,/m/0c3ypb3,5.9,5,0
2856,Silver Hawk,/m/027s_3d,5.5,46,15000000
2857,Summer 2007,/m/04lf87q,0.0,0,0
2858,The Adventures of Food Boy,/m/03m42dc,5.5,25,0
2859,The Saga of the Viking Women and Their Voyage to the Waters of the Great Sea Serpent,/m/09g6lhz,3.3,19,65000
2860,Die Große Liebe,/m/0gz6cl,6.6,13,0
2861,A Jolly Bad Fellow,/m/0bwhftr,10.0,1,0
2862,Golden Chicken,/m/0ft56q,6.7,25,0
2863,The Bat Whispers,/m/04crf3k,6.2,23,0
2864,Your Mother Wears Combat Boots,/m/0c00r9s,5.6,5,0
2865,Booky's Crush,/m/0bwkv7f,5.0,3,0
2866,Little Fockers,/m/09g8vhw,5.645,3054,100000000
2867,St. John's Wort,/m/0dnydw,4.9,22,0
2868,Shine a Light,/m/02847m9,6.8,150,0
2869,The Old Curiosity Shop,/m/0b6ps6y,4.9,12,0
2870,The Motorcycle Diaries,/m/03q8xj,7.417,1181,0
2871,Spectres,/m/05b46bj,4.5,2,0
2872,Deep Valley,/m/047c16k,6.1,16,0
2873,The Kid Who Couldn't Miss,/m/05zl4bb,0.0,0,0
2874,Bed of Roses,/m/09xsbb,5.9,10,0
2875,Shanghai Story,/m/04mzbgr,4.5,2,0
2876,Johnny Hamlet,/m/0j2598s,6.3,20,0
2877,Killing Spree,/m/09g8q4w,5.5,19,75000
2878,Born in Georgia,/m/0jl196j,0.0,0,0
2879,The Count of Monte Cristo,/m/0ddcdh0,6.1,9,0
2880,Old Hutch,/m/027zt1n,0.0,0,0
2881,Road to Singapore,/m/0fpwnw,6.4,36,0
2882,The Baby Formula,/m/063ysg4,3.1,9,0
2883,The Painted Hills,/m/03mbn98,4.0,21,0
2884,Herakles,/m/026qzfm,6.0,26,0
2885,The Animal Kingdom,/m/080nj8q,6.2,15,458000
2886,Mikey,/m/03qksf8,6.038,65,0
2887,Jett Jackson: The Movie,/m/06j7kh,6.5,16,0
2888,Breathless,/m/01xxhh,5.8,44,5000000
2889,Love Lives On,/m/0k0phxf,8.0,2,0
2890,Restons Groupés,/m/02vrfct,5.2,31,0
2891,Mermaids,/m/03tp5h,6.711,462,31000000
2892,Professor Kranz tedesco di Germania,/m/04jk_qs,4.9,6,0
2893,The Way We Are,/m/04jmw7l,6.9,26,0
2894,Lăutarii,/m/0c3zhnj,7.6,7,0
2895,Sea of Love,/m/07lz72,6.596,564,19000000
2896,Why We Fight,/m/064q5v,7.5,111,0
2897,A boom through the valley,/m/0gky9s0,0.0,0,0
2898,Three Sisters,/m/0c17nz,3.7,9,0
2899,Othello,/m/0fdlc6,6.5,125,0
2900,American Teen,/m/0fzp5y,6.4,45,5000000
2901,The Mountain Men,/m/02w9xgj,5.7,47,0
2902,Startup.com,/m/03np6v,6.7,32,0
2903,Violence,/m/0gg58mx,5.1,13,0
2904,Caged,/m/019l4g,7.2,60,0
2905,A Kingdom For a Horse,/m/05zlv2m,5.0,2,0
2906,Space Rage,/m/076xk46,3.5,12,0
2907,School in the Mailbox,/m/04zzw8h,6.4,5,0
2908,Kanchenjungha,/m/02zs0_,7.4,14,0
2909,A Chorus Line,/m/0fbphd,6.213,162,0
2910,Lazy River,/m/0gxyx23,7.0,1,0
2911,Real Time,/m/04q7l01,6.8,16,0
2912,The Time Traveler's Wife,/m/02qp2yn,6.934,2309,39000000
2913,Love It Like a Fool,/m/0gdv9d,0.0,0,0
2914,Alice in Wonderland,/m/0gtkg,7.2,5516,3000000
2915,Charlie Chan in London,/m/03c28qn,6.9,26,0
2916,Creature from the Haunted Sea,/m/0df3np,3.6,41,0
2917,Kunjali Marakkar,/m/0gh6lgl,7.5,1,0
2918,Excess Baggage,/m/09bpft,6.0,233,0
2919,The Seine Meets Paris,/m/02pnh7k,6.9,8,0
2920,Death of a President,/m/0cnx42_,6.2,7,0
2921,The Nasty Rabbit,/m/0crxnqy,1.6,7,0
2922,Tony Manero,/m/04p7215,6.5,79,0
2923,Señorita Justice,/m/027lwjl,1.0,1,0
2924,The Games,/m/02n6n9,7.2,6,0
2925,Half Shot at Sunrise,/m/03gy5tg,6.6,7,0
2926,To Face Her Past,/m/0czc7wb,6.0,2,0
2927,Here I Am,/m/0j9pc4j,5.1,6,0
2928,It Happens Every Spring,/m/0d82wb,6.5,18,0
2929,Riders to the Stars,/m/043qlww,5.5,12,0
2930,The Box,/m/080p3vp,5.1,5,1000000
2931,The Others,/m/04nnpw,7.6,6027,17000000
2932,Heavenly Music,/m/04g1cqy,5.4,9,0
2933,The Honor of the Press,/m/0h634r3,0.0,0,0
2934,Airport 1975,/m/06r71t,5.7,233,3000000
2935,Lost in Space,/m/02qlp4,5.391,1140,80000000
2936,Malamukalile Daivam,/m/0gvr8y7,0.0,0,0
2937,In Name Only,/m/0flpz3,7.0,50,0
2938,Fury,/m/0jr0v,7.5,195,604000
2939,Sasquatch Mountain,/m/02pq2nx,5.2,31,0
2940,Lovers & Leavers,/m/0gm5pny,4.9,12,0
2941,Applause,/m/079z1k4,5.7,12,0
2942,Video Clip,/m/0413kxr,4.8,2,0
2943,Roarin' Guns,/m/0h3lfpl,6.5,2,0
2944,Klown Kamp Massacre,/m/0k2l4xg,5.5,4,0
2945,The Clown at Midnight,/m/02x983k,4.6,31,12
2946,The Other Side of the Bed,/m/07_vft,6.076,92,0
2947,Nooravathu Naal,/m/0gmdng1,5.0,1,0
2948,Innocent Steps,/m/07n025,6.4,28,0
2949,Wrong Side Up,/m/055ffvl,7.0,15,0
2950,Cool World,/m/02v5k3,5.5,650,30000000
2951,5 Against the House,/m/0g5t77p,6.1,35,0
2952,The Well,/m/0279zkz,7.2,12,0
2953,The Brood,/m/02b0cz,6.729,636,1355000
2954,Dinner at the Ritz,/m/04mzpn4,5.5,4,0
2955,Johnny Tsunami,/m/087w6_,5.868,125,0
2956,Spookies,/m/04mxx8z,4.9,79,0
2957,Pals of the Pecos,/m/05h6t02,0.0,0,0
2958,Jocks,/m/03qnwcx,4.9,16,0
2959,House of the Dead,/m/090glv,3.141,361,12000000
2960,Men In Fright,/m/04mypwy,5.5,2,0
2961,Body Melt,/m/0cbnn_,5.2,89,0
2962,Utvandrarna,/m/0ptwv,7.5,102,0
2963,Storm in a Teacup,/m/03ymwvv,7.7,21,0
2964,Shadows in the Palace,/m/03g_qht,7.0,14,0
2965,The Best of Enemies,/m/052q67j,6.938,32,0
2966,Versus,/m/07w88w,6.228,162,400000
2967,Un homme de têtes,/m/06_xkj6,7.168,149,0
2968,Apartheid Did Not Die,/m/0gmfd2h,0.0,0,0
2969,Harley Davidson and the Marlboro Man,/m/06gvgh,6.339,372,23000000
2970,The Sign of Venus,/m/02z4qlb,6.9,76,0
2971,Mickey's Delayed Date,/m/03d52tt,6.5,43,0
2972,The Woods,/m/07myzh,6.0,2,0
2973,The Apple Dumpling Gang,/m/05l1ky,6.5,109,0
2974,Sozenji Baba,/m/04ydw2w,7.2,2,0
2975,Djomeh,/m/08054lm,6.4,6,0
2976,Stone Cold,/m/027wxjr,6.2,161,25000000
2977,To Joy,/m/02r9kr5,7.0,56,0
2978,Monsieur Vincent,/m/09xgyz,6.6,32,0
2979,Secretariat,/m/065z3_x,7.4,541,35000000
2980,How to Make a Monster,/m/0cb7tl,5.7,24,0
2981,Underground,/m/019z8l,7.759,601,14000000
2982,All About Love,/m/0djcm_m,5.5,18,0
2983,Ice Twisters,/m/0b73tx6,6.0,75,0
2984,"Johnny, You're Wanted",/m/0crgm82,0.0,0,0
2985,Desirable,/m/0bmbsg3,7.3,3,0
2986,Jean-Michel Basquiat: The Radiant Child,/m/093d584,7.3,34,0
2987,Little Miss Sunshine,/m/0h1x5f,7.679,6596,8000000
2988,DC 9/11: Time of Crisis,/m/0bl6c6,6.6,17,0
2989,Love Hotel,/m/0bmb6yk,0.0,0,0
2990,Take Shelter,/m/0fpmrm3,7.044,1610,5000000
2991,My Suicide,/m/02qp9s8,6.3,33,2000000
2992,On the Wrong Trek,/m/027js4h,5.6,8,0
2993,Othello,/m/06hhqq,7.3,179,0
2994,Twice Upon a Time,/m/08zlf2,6.6,24,3000000
2995,The Trollenberg Terror,/m/03msgb,4.6,80,0
2996,Rapsodia Bałtyku,/m/07k89vg,0.0,0,0
2997,Donkey,/m/0crf2_s,3.2,6,0
2998,Fifty-Fifty,/m/0bh8nj_,0.0,0,0
2999,Drum Beat,/m/0b745xs,6.1,28,0
3000,Extract,/m/04lfwh3,5.832,548,8000000
3001,Night Train To Murder,/m/03bz3bj,6.0,2,0
3002,The Wistful Widow of Wagon Gap,/m/026s8l9,6.3,14,0
3003,Kitty,/m/03qn56s,5.5,9,0
3004,Dooratwa,/m/043q4l_,6.3,3,0
3005,Any Mother's Son,/m/03c0z2m,5.3,3,0
3006,El último caballo,/m/02rq_l6,6.0,9,0
3007,Why is the Crow Black-Coated,/m/0278sk2,0.0,0,0
3008,The Feminine Touch,/m/0b6ptm4,5.7,3,0
3009,Police Story 3: Super Cop,/m/03_95w,6.8,438,900000
3010,Penny Dreadful,/m/025slc_,5.4,119,0
3011,Happy You and Merry Me,/m/0h6lmn,6.3,3,0
3012,Diwana,/m/080gdrl,9.0,2,0
3013,St. George Shoots the Dragon,/m/043qtbn,6.4,12,5000000
3014,Troublesome Night 10,/m/0b6hb_1,2.0,1,0
3015,Dark Magic,/m/02p1f_x,6.0,2,0
3016,Quisiera Ser Hombre,/m/05c17s3,4.0,5,0
3017,Like Dandelion Dust,/m/07k4bj6,6.8,42,2500000
3018,The Payoff,/m/0b447dx,4.7,6,0
3019,The Sealed Room,/m/02pk_p8,5.3,25,0
3020,Das fliegende Klassenzimmer,/m/0dgr8bg,7.3,6,0
3021,Permanent Midnight,/m/04y2j6,5.9,98,0
3022,Little Pioneer,/m/05j_zh,0.0,0,0
3023,Bernard and the Genie,/m/08m836,7.4,21,0
3024,The Wolf of Debt,/m/0kv446,0.0,0,0
3025,Gangster's Boy,/m/080dggg,0.0,0,0
3026,Talladega Nights: The Ballad of Ricky Bobby,/m/08952r,6.356,1550,72500000
3027,The Shadow Strikes,/m/07k76z8,4.3,14,0
3028,Seed,/m/0fls50,3.9,114,10000000
3029,Eyes of Texas,/m/04j1qss,6.0,1,0
3030,Where Does It Hurt?,/m/04n5c91,0.0,0,0
3031,The Pleasure Garden,/m/03rzfj,5.4,59,0
3032,Tora-san's Forbidden Love,/m/0b6g715,8.0,1,0
3033,St. Peter's Umbrella,/m/0jwt9w3,6.0,5,0
3034,2081,/m/04jkbxl,6.4,56,100000
3035,The Flying Squad,/m/064lhx2,0.0,0,0
3036,Wolfshead: The Legend of Robin Hood,/m/09gn3s7,0.0,0,0
3037,A Man's Gotta Do,/m/03gyr_g,5.0,4,0
3038,His Kind of Woman,/m/09n2mk,6.7,52,1825000
3039,Kaavalan,/m/0bh9sd1,5.5,34,8400000
3040,Dumplings,/m/08v2qk,6.711,197,0
3041,Punnagai Poove,/m/064q4m8,6.0,1,0
3042,The Little Ranger,/m/04mznxs,6.0,1,0
3043,The Kissing Bandit,/m/09pgk6j,3.0,2,0
3044,One Brief Summer,/m/0c3x1n3,5.0,1,0
3045,35 and Ticking,/m/0ds7zm3,5.5,24,0
3046,Boxcar Bertha,/m/062rrj,5.9,192,600000
3047,Aparajita Tumi,/m/0j9ndc9,7.8,2,0
3048,Pleasantville,/m/029zqn,7.244,1545,60000000
3049,Witchery,/m/027j82_,5.0,68,0
3050,Sinbad of the Seven Seas,/m/02jx9g,3.9,32,0
3051,Love and Anger,/m/04j18kf,5.3,23,0
3052,The Care Bears Battle the Freeze Machine,/m/09hhvb,5.2,5,0
3053,Suspect,/m/06p361,6.5,201,0
3054,Jamboree,/m/02pkx11,3.0,1,0
3055,Sami swoi,/m/0g_ytf,7.8,99,0
3056,American Grindhouse,/m/0bj6zxw,6.7,57,0
3057,Moonwalker,/m/036ytw,6.893,496,22000000
3058,The Ark of the Sun God,/m/02rlh_8,4.6,4,0
3059,Peaceful Oscar,/m/03cng72,0.0,0,0
3060,Jesus of Montreal,/m/02hnbk,6.9,78,0
3061,Stuck Like Chuck,/m/051z4m4,4.7,3,0
3062,NWF Kids Pro Wrestling: The Untold Story,/m/0crtj_g,6.0,1,0
3063,Uncovered,/m/09v5h_r,5.3,40,0
3064,All the Boys Are Called Patrick,/m/08fyn8,6.6,56,0
3065,Night Time in Nevada,/m/06zmzms,6.2,4,0
3066,Let's Do it Again,/m/06kcv7,3.5,2,0
3067,God Forbid a Worse Thing Should Happen,/m/0crcs1_,7.0,7,0
3068,Better Things,/m/0dgpbrm,5.0,20,0
3069,West of the Divide,/m/02w3pl0,5.0,25,0
3070,Castle Freak,/m/0fyt9h,6.2,181,0
3071,Delhi Safari,/m/0h2d0rh,5.2,19,0
3072,Up the Chastity Belt,/m/02r2f71,3.8,18,0
3073,The Glorious Adventure,/m/0ch4wy6,0.0,0,0
3074,Paris 36,/m/04mtg83,6.1,120,0
3075,The Naked Man,/m/03hlkqs,4.8,8,0
3076,Rover's Big Chance,/m/04q9hzg,6.0,1,0
3077,The Fireman,/m/09lh9c,6.2,93,0
3078,That's Entertainment!,/m/04jkhr,7.3,56,3200000
3079,Parc,/m/04nm0j5,2.8,3,0
3080,Squanto: A Warrior's Tale,/m/027n2fb,6.4,35,0
3081,Beating the Game,/m/03hkytg,0.0,0,0
3082,High School Musical,/m/09dv8h,6.569,4377,4200000
3083,Battles of Chief Pontiac,/m/08p0lcr,5.8,4,0
3084,Shades of Love: Tangerine Taxi,/m/027yz75,0.0,0,0
3085,Blues Brothers 2000,/m/01jnc_,5.3,618,28000000
3086,Please Give,/m/0b76t12,6.1,131,3000000
3087,Toinen jalka haudasta,/m/05p0nt0,4.3,6,0
3088,The Stupids,/m/0gxtnd,4.7,60,25000000
3089,Punch Drunks,/m/0160hh,6.8,27,0
3090,The Devil's Eye,/m/02r9l14,7.2,97,0
3091,Nowhere to Go,/m/04jl3zx,0.0,0,0
3092,Port Sinister,/m/02w4l38,0.0,0,0
3093,La herida luminosa,/m/0b77695,5.7,3,0
3094,Anticasanova,/m/0crf2_1,5.7,3,0
3095,Joe MacBeth,/m/0gjd_yn,7.2,6,0
3096,Rowdy Alludu,/m/026xsql,6.5,2,0
3097,Soapdish,/m/0761d1,6.2,228,25000000
3098,Mr. Payback: An Interactive Movie,/m/06zs6v_,5.5,2,0
3099,Waiting For Ophelia,/m/04f357v,0.0,0,0
3100,Glastonbury Fayre,/m/0b6wvj,7.0,5,0
3101,Anneliese: The Exorcist Tapes,/m/0h97sby,3.4,25,0
3102,The Edge of Heaven,/m/03c40zs,7.2,275,3800000
3103,The Devil's Miner,/m/0kv0mz,6.8,11,0
3104,Cry for Happy,/m/04f027g,5.0,6,0
3105,That Was Then... This Is Now,/m/04jvgb,6.0,23,0
3106,The Comedians,/m/02qk4n1,6.2,32,0
3107,Insomnia,/m/0cly8m,6.9,4377,46000000
3108,Love Shack,/m/0dj9wnd,1.8,5,0
3109,The Fallen Ones,/m/08bpx7,3.9,24,0
3110,Dhanam,/m/0k2h4lw,0.0,0,0
3111,Back to Bataan,/m/02vqtxj,6.3,53,0
3112,Hero,/m/026v6gj,7.3,13,0
3113,Ulysses,/m/03b_s2f,6.411,146,0
3114,America the Beautiful,/m/04g1bw1,6.2,7,0
3115,License to Kill,/m/04j1bhq,5.8,32,0
3116,We Were Soldiers,/m/03z106,7.134,1883,75000000
3117,Imitation of Life,/m/0ckffk,7.437,253,0
3118,A Monkey's Tale,/m/0522hzc,6.3,40,0
3119,Angel Town,/m/0crwtsz,6.5,35,855
3120,The Loneliest Planet,/m/0hgpnxg,5.5,58,0
3121,Circle of the Sun,/m/09gp0d8,7.5,1,0
3122,The Deep Blue Sea,/m/0gvrtf4,5.883,257,0
3123,Alabama Moon,/m/07k7422,6.4,58,0
3124,My Name Is Petersen,/m/04q81tz,5.0,2,0
3125,The Gaunt Stranger,/m/07k6pw6,6.2,2,0
3126,Days of Waiting: The Life & Art of Estelle Ishigo,/m/02r7zwg,7.0,4,0
3127,A Change of Seasons,/m/03hjj2c,5.9,23,0
3128,Police Story 2,/m/081jcn,7.0,475,0
3129,Tevye and His Seven Daughters,/m/05sydrv,0.0,0,0
3130,A Connecticut Yankee in King Arthur's Court,/m/04zw162,6.0,1,0
3131,Objectified,/m/05p0dvd,7.1,103,0
3132,Quest for Zhu,/m/0h7n1lj,5.5,14,0
3133,Little Shop of Horrors,/m/09cxm4,6.906,1320,25000000
3134,Rhubarb,/m/08p29y,5.0,3,0
3135,The Missing People,/m/0g9_903,0.0,0,0
3136,K-PAX,/m/0b2tb1,7.194,2206,48000000
3137,Sulang Kirilli,/m/02z31sp,5.0,1,0
3138,Shooter,/m/0gkyts2,5.5,4,0
3139,Night Moves,/m/05lvfp,6.632,266,0
3140,Opfer der Vergangenheit,/m/087sdv,0.0,0,0
3141,The Drivetime,/m/04yfh7v,0.0,0,0
3142,Quantum Apocalypse,/m/0b6dhsd,3.7,77,2500000
3143,9000 Needles,/m/0gh6p48,8.0,1,0
3144,Mother Joan of the Angels,/m/05lvfb,7.6,89,0
3145,Twixt,/m/0drytd1,5.0,254,7000000
3146,Remembering Arthur,/m/04f2lbl,0.0,0,0
3147,The Day Mars Invaded Earth,/m/03mdbj0,3.9,17,0
3148,La Fille seule,/m/05_6z2,6.2,40,0
3149,Chimes at Midnight,/m/07jpg0,7.2,186,800000
3150,Kinky Boots,/m/07x7l6,6.7,313,10000000
3151,Seeing Red,/m/04_0238,0.0,0,0
3152,Finding Rin Tin Tin,/m/04n0kfd,5.8,21,0
3153,Stand tall,/m/0fq1gw2,6.5,5,0
3154,The Charge at Feather River,/m/0db57j,5.4,4,0
3155,This Is My Father,/m/0404xj0,5.7,9,0
3156,Good Cheer,/m/04ljl7g,6.1,4,0
3157,Klokslag Twaalf,/m/05zmb2h,6.0,1,0
3158,Mural on Our Street,/m/04zxdxw,0.0,0,0
3159,The Way of All Flesh,/m/04dc58,6.8,3,0
3160,Fantastic Four,/m/057lbk,5.779,8851,100000000
3161,Fanaa,/m/08pv67,6.7,183,5300000
3162,Honeymoon in Bali,/m/04cvhrk,6.5,1,0
3163,Le Fear,/m/0h6924k,4.2,3,10000
3164,University Heights,/m/02x0x07,0.0,0,0
3165,Dick Barton: Special Agent,/m/0j9nv0c,3.4,5,0
3166,Drakula İstanbul'da,/m/0273ryn,7.5,4,0
3167,Apartment Zero,/m/0gnsw5,6.7,45,4000000
3168,White Hot: The Mysterious Murder of Thelma Todd,/m/0h7ngxk,6.0,1,0
3169,Drømmeslottet,/m/0h3x7rl,6.0,3,0
3170,Starlift,/m/06w5l5x,5.6,4,0
3171,Asian Stories,/m/02rpjkd,4.8,2,0
3172,The Substitute Wife,/m/0kv0fx,6.8,10,0
3173,La Spagnola,/m/04gmt7f,5.4,8,0
3174,The Woman Knight of Mirror Lake,/m/0h97m58,6.5,14,0
3175,Laughter in the Dark,/m/0b6p40p,3.5,2,0
3176,Natural City,/m/0cpxfb,5.4,95,6000000
3177,Letters to Santa,/m/0hnbwcb,6.9,135,0
3178,Beyond the Years,/m/03c_5jb,6.3,14,0
3179,Bells Are Ringing,/m/0428s7,6.4,39,0
3180,El Compadre Mendoza,/m/04j13bx,6.3,21,0
3181,The Deer's Bell,/m/0286kd3,7.5,2,0
3182,The China Syndrome,/m/015wf0,7.144,416,5900000
3183,Feldzug in Polen,/m/0gjflv,5.5,2,0
3184,Blue Scar,/m/0jwv_1d,0.0,0,0
3185,The Trail of Tears: Cherokee Legacy,/m/03csrm_,4.5,2,0
3186,The Bargain,/m/0g55d5j,0.0,0,0
3187,On The Right Track,/m/0gksc8d,6.0,1,0
3188,The Moon and Sixpence,/m/0dddqd5,6.1,13,401000
3189,Unseeing Eyes,/m/0jt6d5f,0.0,0,0
3190,Jesus Christ Superstar,/m/0267wwv,7.036,510,0
3191,Based Down South,/m/0ds36b4,0.0,0,0
3192,Malcolm,/m/07kg4l,6.5,35,640000
3193,Blind Alley,/m/07kjdmv,5.6,14,0
3194,Battle of Los Angeles,/m/0g55d5w,3.6,99,0
3195,The Third Wave,/m/07nppm,6.3,50,4667404
3196,The End,/m/05q87h,5.4,51,3000000
3197,As Good as New,/m/0gjbsqt,0.0,0,0
3198,Supershow,/m/03gvw8c,4.0,1,0
3199,Happy Days,/m/07k96pq,0.0,0,0
3200,Girl Shy,/m/0983w1,6.9,58,400000
3201,Election Daze,/m/04q0f3r,6.0,3,0
3202,La Raulito,/m/04jppff,5.0,7,0
3203,The Man from Nowhere,/m/0dsfd0l,7.7,1188,1255000
3204,No Quarto da Vanda,/m/02qckl5,6.7,40,0
3205,Ride Beyond Vengeance,/m/04zyq7f,5.8,9,0
3206,Quai des Orfèvres,/m/09rzjg,7.493,152,0
3207,The Legend of God's Gun,/m/047lwjr,2.0,1,0
3208,The Beautiful Legs of Sabrina,/m/0h53qc_,7.0,1,0
3209,Dilwale,/m/047q7m3,7.0,10,0
3210,Amphibian Man,/m/026n9zl,6.9,65,0
3211,Pleasure Pill,/m/02qhcgt,0.0,0,0
3212,Trust,/m/0bfx49,6.565,881,9500000
3213,Playing For Time,/m/05p1j8q,7.0,47,0
3214,Rain Man,/m/0yx_w,7.76,5905,25000000
3215,Cry Uncle!,/m/0fj2kv,4.8,12,0
3216,Three Crowns of the Sailor,/m/09g9dwm,7.5,31,0
3217,The Union,/m/0gg5qrb,10.0,1,0
3218,The Other Man,/m/09k5kmz,5.365,211,15000000
3219,Earthly Possessions,/m/0crsdsx,6.5,17,0
3220,Blossoms of Fire,/m/0kvc_s,5.0,4,0
3221,The Night of the Hunter,/m/0j_vp,7.884,1437,795000
3222,Don Segundo Sombra,/m/05s_dch,5.5,4,0
3223,Bloom,/m/080p1v0,4.7,6,6250000
3224,The First Wives Club,/m/06fhhh,6.736,705,26000000
3225,5th Ave Girl,/m/0417mq3,6.9,19,0
3226,Seven Times Seven,/m/04jfq5r,6.6,6,0
